codigoSecuencialCliente,codigoPeriodo,codigoIdentificacionCliente,tipoIdentificacionCliente,numeroIdentificacionCliente,nombreCompletoCliente,correoElectronicoCliente,telefonoCliente,segmentoCliente,scoreCrediticioCliente,provinciaCliente,ciudadCliente,fechaRegistroCliente,periodo,fechaIngesta
1474,202602,CUS-00475,CÉDULA,0237825945,MTRO. INÉS CANDELARIA,marisol86@hotmail.com,08596263013,CORPORATIVO,596,AZUAY,CUENCA,2021-05-18,2026-02-21,2026-02-21 19:17:59.877054
1475,202602,CUS-00476,PASAPORTE,P39568965,ITZEL LUCERO MALAVE,angulofabiola@yahoo.com,749-261-7647x501,WEALTH,477,GUAYAS,GUAYAQUIL,2021-08-09,2026-02-21,2026-02-21 19:17:59.877054
1476,202602,CUS-00477,CÉDULA,0108998615,SALVADOR POLANCO,cvillegas@gmail.com,01178309997,PYME,514,PICHINCHA,CUENCA,2022-09-06,2026-02-21,2026-02-21 19:17:59.877054
1477,202602,CUS-00478,CÉDULA,3004130359,MARÍA JERÓNIMO RAMÓN,jvilla@yahoo.com,192-676-4921,CORPORATIVO,614,MANABÍ,GUAYAQUIL,2026-01-16,2026-02-21,2026-02-21 19:17:59.877054
1478,202602,CUS-00479,PASAPORTE,P30618277,JESÚS PUGA LAUREANO,dalia41@yahoo.com,1-182-606-8887,CORPORATIVO,338,LOJA,MANTA,2024-11-24,2026-02-21,2026-02-21 19:17:59.877054
1479,202602,CUS-00480,CÉDULA,2313812340,ANTONIO PALOMINO NARVÁEZ,olveraamador@gmail.com,08981312920,RETAIL,558,PICHINCHA,CUENCA,2025-12-07,2026-02-21,2026-02-21 19:17:59.877054
1480,202602,CUS-00481,CÉDULA,6968351319,DR. ALTA  GRACIA COLLAZO,estelagarza@hotmail.com,(751)029-3218x4011,RETAIL,306,LOJA,QUITO,2023-08-22,2026-02-21,2026-02-21 19:17:59.877054
1481,202602,CUS-00482,CÉDULA,4609969557,LIC. ALDO CASTRO,gabrielparra@hotmail.com,458-260-3408x4872,CORPORATIVO,348,GUAYAS,QUITO,2022-09-17,2026-02-21,2026-02-21 19:17:59.877054
1482,202602,CUS-00483,CÉDULA,7524148909,EUGENIO NAVARRO NÁJERA,aguirremario@gmail.com,1-758-598-8310x3032,RETAIL,837,GUAYAS,CUENCA,2023-02-03,2026-02-21,2026-02-21 19:17:59.877054
1483,202602,CUS-00484,CÉDULA,4568546041,RAQUEL APODACA,rubyaguilera@gmail.com,(329)839-5429,WEALTH,460,PICHINCHA,GUAYAQUIL,2022-12-02,2026-02-21,2026-02-21 19:17:59.877054
1484,202602,CUS-00485,CÉDULA,3645126154,DR. MARÍA DEL CARMEN NEVÁREZ,sandra44@yahoo.com,(184)462-6714x628,CORPORATIVO,475,LOJA,QUITO,2021-10-14,2026-02-21,2026-02-21 19:17:59.877054
1485,202602,CUS-00486,RUC,9093130175001,MARÍA ARACELI VELA CHAPA,dmontes@yahoo.com,1-143-598-9262,RETAIL,890,GUAYAS,GUAYAQUIL,2024-07-06,2026-02-21,2026-02-21 19:17:59.877054
1486,202602,CUS-00487,CÉDULA,1598684662,MTRO. LEONEL MARTÍNEZ,marthamadrid@hotmail.com,1-660-931-4181,WEALTH,301,MANABÍ,CUENCA,2022-10-18,2026-02-21,2026-02-21 19:17:59.877054
1487,202602,CUS-00488,CÉDULA,6089546494,FELIX CAMILA ALVAREZ ESCAMILLA,gviera@gmail.com,(861)515-5423x40163,RETAIL,754,AZUAY,CUENCA,2025-08-15,2026-02-21,2026-02-21 19:17:59.877054
1488,202602,CUS-00489,PASAPORTE,P96962292,NORMA ONTIVEROS,ramiro99@yahoo.com,112-849-7185x948,RETAIL,943,AZUAY,QUITO,2023-08-29,2026-02-21,2026-02-21 19:17:59.877054
1489,202602,CUS-00490,RUC,5522776933001,SR(A). FRIDA HURTADO,bianca71@yahoo.com,910-256-2588,RETAIL,575,GUAYAS,CUENCA,2023-08-26,2026-02-21,2026-02-21 19:17:59.877054
1490,202602,CUS-00491,CÉDULA,2427628486,ERNESTO LIRA,timoteo54@yahoo.com,679.240.8222x6940,CORPORATIVO,797,LOJA,MANTA,2025-01-06,2026-02-21,2026-02-21 19:17:59.877054
1491,202602,CUS-00492,CÉDULA,6518570409,ELVIRA CASILLAS,elena28@gmail.com,539.672.7578x44683,PYME,928,GUAYAS,MANTA,2021-04-04,2026-02-21,2026-02-21 19:17:59.877054
1492,202602,CUS-00493,CÉDULA,7708180983,ANTONIA MARÍA CRISTINA DE LEÓN,zapatakarina@hotmail.com,(146)511-1312,RETAIL,975,LOJA,QUITO,2025-02-13,2026-02-21,2026-02-21 19:17:59.877054
1493,202602,CUS-00494,CÉDULA,8654811827,ASUNCIÓN MAYA,clara07@yahoo.com,1-014-870-6827x7881,WEALTH,327,MANABÍ,MANTA,2023-07-11,2026-02-21,2026-02-21 19:17:59.877054
1494,202602,CUS-00495,CÉDULA,8730381297,ANDRÉS PAULINA TORRES LÓPEZ,lourdes66@hotmail.com,093-068-5389x097,CORPORATIVO,632,LOJA,GUAYAQUIL,2025-06-26,2026-02-21,2026-02-21 19:17:59.877054
1495,202602,CUS-00496,CÉDULA,5764835111,CRISTINA TEODORO DELGADO NÁJERA,vergarareina@gmail.com,(832)152-8506,CORPORATIVO,300,GUAYAS,QUITO,2021-04-29,2026-02-21,2026-02-21 19:17:59.877054
1496,202602,CUS-00497,CÉDULA,9611862264,DR. CARLOS FERNÁNDEZ,estela87@hotmail.com,625.153.8144x744,WEALTH,487,MANABÍ,QUITO,2021-12-11,2026-02-21,2026-02-21 19:17:59.877054
1497,202602,CUS-00498,CÉDULA,9578026567,EVA MIGUEL ALVAREZ,natividad42@hotmail.com,1-096-348-0797,RETAIL,355,PICHINCHA,GUAYAQUIL,2024-07-20,2026-02-21,2026-02-21 19:17:59.877054
1498,202602,CUS-00499,PASAPORTE,P52160230,PERLA RENATO NEGRETE ROBLES,guadalupecalderon@yahoo.com,+50(9)7545105265,PYME,846,AZUAY,MANTA,2021-07-13,2026-02-21,2026-02-21 19:17:59.877054
1499,202602,CUS-00500,PASAPORTE,P49212756,DR. SARA BRISEÑO,francisco-javiervaldivia@gmail.com,+16(7)3188261702,RETAIL,411,GUAYAS,MANTA,2024-04-08,2026-02-21,2026-02-21 19:17:59.877054
